entity,AUC_PR,AUC_ROC,F1,PA_F1,Event_F1,R_F1,Aff_F,VUS_ROC,VUS_PR
PSM,0.5925263593879115,0.7211024195014404,0.5326654021886738,0.9520898762725797,0.7210550309803424,0.41699548616951276,0.796508407400501,0.6897819857071518,0.5523104409752452
