entity,AUC_PR,AUC_ROC,F1,PA_F1,Event_F1,R_F1,Aff_F,VUS_ROC,VUS_PR
swat,0.7846321203105381,0.8928680540680803,0.7845364003694217,0.9511035934584164,0.8862831327872077,0.276190678016412,0.8161758379542627,0.917719459690951,0.7992351069402953
