entity,AUC_PR,AUC_ROC,F1,PA_F1,Event_F1,R_F1,Aff_F,VUS_ROC,VUS_PR
machine-1-1,0.4772249918454552,0.8667726955019247,0.47456110676872487,0.7824711994578721,0.543769309989701,0.14201225279962784,0.7026666005159666,0.9157092391899179,0.527293818569371
machine-1-2,0.26072939530352507,0.893703203872984,0.3665148339517655,0.9103448275862069,0.7199999999999995,0.26282553133255127,0.8691656800136972,0.9344066311558015,0.2721305790500927
machine-1-3,0.20803309867118255,0.8338295655832593,0.3069687809486022,0.4312606959498003,0.15553121577217918,0.07636499029281137,0.6701620068345356,0.8797577143981936,0.1925169285321883
machine-1-4,0.2111699675655646,0.8710836935813,0.34246148907543056,0.1773462783171521,0.2857142857142854,0.26163402821646664,0.66875197908057,0.9188407374661803,0.21639883657196843
machine-1-5,0.5503983235541607,0.9254341653600033,0.5573720923729061,0.75,0.7272727272727267,0.5210554306624092,0.8932735013531816,0.9693071055815494,0.407837893648034
machine-1-6,0.8627729439047536,0.9176171883355144,0.8513667909392287,0.996091117401267,0.9520618619274792,0.6587287022622061,0.9147265259173459,0.8944113656102552,0.8386593143373661
machine-1-7,0.6737285268196063,0.846260818570039,0.7233234798097213,0.9964590710268694,0.9682320441988944,0.5492244864487863,0.9429522167200193,0.8647006989140033,0.6897488613535935
machine-1-8,0.2434510144984163,0.5264085949244228,0.3124323807918825,0.9607577807848444,0.7355599214145379,0.3662883394117367,0.8873633690769087,0.5369997658778306,0.18763654713207015
machine-2-1,0.1829314487353984,0.6772667034892218,0.2243339078844963,0.9550748752079867,0.7787610619469021,0.3128521425953957,0.8931342580593163,0.7144846137386123,0.1844614313336724
machine-2-2,0.1692593957669651,0.6254444903136557,0.26349734596710955,0.983663538408064,0.5559845559845554,0.49332578253471143,0.9100422682033722,0.6359866549168458,0.17217812888501777
machine-2-3,0.5528548531887896,0.9347991817146929,0.5468401284415334,0.973384030418251,0.8797953964194368,0.4747384516519906,0.9381503364580392,0.9512819493039556,0.4719530205285533
machine-2-4,0.5000207761749383,0.8304879347391938,0.46386064263018606,0.9872289872289872,0.9609137726132306,0.5218644202250203,0.9297046935643546,0.8349693975322939,0.4926090513852685
machine-2-5,0.39460930011578454,0.8748141014114897,0.44132978369346687,0.9544264012572027,0.7508532423208186,0.5780764554231242,0.9551647764109991,0.890263380259833,0.3786652135949081
machine-2-6,0.37327913877753244,0.8203592470158554,0.4719429921188101,0.9443207126948775,0.8520710059171592,0.3877068214482862,0.8614285992594268,0.8661185011372236,0.33756462159034856
machine-2-7,0.8297695545241449,0.9711571181387506,0.814335612044956,0.9290617848970252,0.8725650557620812,0.4534648915759398,0.9195856983340315,0.9652092795290521,0.7010111623686465
machine-2-8,0.969309231660273,0.9899029062664216,0.9779129823420241,1.0,0.9999999999999996,0.7120000000000001,0.9999859752343605,0.9991201516175952,0.96335169030733
machine-2-9,0.8481467937301584,0.9650158661917695,0.8103244834103184,0.957879234167894,0.7393652937204587,0.21922503370974136,0.8381173377939518,0.9895230602331219,0.9008774063832897
machine-3-1,0.41048077240510106,0.8455177806726268,0.46522395646402476,0.6417582417582418,0.6642335766423353,0.2669833510123138,0.6667777295902899,0.9042179980196451,0.30872093122191774
machine-3-10,0.7301481396468891,0.893106682397689,0.7723853774759784,0.9496332518337408,0.9416755037115584,0.5464517238023725,0.9358159736439888,0.8940651033392144,0.694736836019593
machine-3-11,0.2793451030417003,0.9133351486715944,0.4244326725827651,1.0,0.9999999999999996,0.4007692307692308,0.9942602593169032,0.9423629481340323,0.27676385248449953
machine-3-2,0.06496104352697032,0.5772141631863437,0.1083225778991359,0.9745454545454545,0.657534246575342,0.32944455465640143,0.7846703294707563,0.5570654367916117,0.059042919776808415
machine-3-3,0.11064512343919013,0.719999109445205,0.15643221045420583,0.9540412044374009,0.7868383404864085,0.4766945002818209,0.8691049714066003,0.7278359461843333,0.09530753493736137
machine-3-4,0.7730222703975858,0.9302895272830991,0.784120228294017,0.9426406926406926,0.7761252446183946,0.32565362388941216,0.7986512940852205,0.9420477353891381,0.6802298126259013
machine-3-5,0.2386006569587093,0.7441100565092194,0.3363048826108199,0.7612156295224313,0.6896551724137926,0.3224615190430183,0.7267328852654916,0.6290141231709719,0.11831601091536775
machine-3-6,0.5243841453344942,0.9169324410325679,0.4971702185364051,0.995819397993311,0.9629629629629625,0.5102043482760075,0.9887614652542754,0.9516254003455653,0.5930926360761366
machine-3-7,0.31253467526896694,0.7409949755855919,0.35022597035849884,0.9245982694684796,0.5675675675675672,0.1793811664263704,0.6670853114281289,0.7757694474533559,0.20535871688232057
machine-3-8,0.4113951770067736,0.8775697652429965,0.3837513712206446,0.9985433357611071,0.9908675799086751,0.4369147493293793,0.964272913759536,0.9063056325958528,0.43103597969289204
machine-3-9,0.4112178576524609,0.8598860519832483,0.4661617593140769,0.6503340757238307,0.6666666666666662,0.2825401024051996,0.6667950852938187,0.9125739700707611,0.32734244704550536
